idx,mouse_symbol,section_data_set_id,human_symbol,subtype
5311,S100b,923,S100B,hyper
5312,S1pr5,112651200,S1PR5,hyper
5314,Sacm1l,74882832,SACM1L,hyper
5317,Samd11,70928360,SAMD11,hyper
5321,Sap30l,73907495,SAP30L,hyper
5323,Sash1,71924225,SASH1,hyper
5330,Scara3,75042270,SCARA3,hyper
5331,Scarb1,2551,SCARB1,hyper
5332,Scarb2,72081482,SCARB2,hyper
5337,Scg2,934,SCG2,hyper
5340,Scn1a,77340528,SCN1A,hyper
5343,Scn4b,73636111,SCN4B,hyper
5349,Scrg1,71924331,SCRG1,hyper
5351,Sdc3,71358662,SDC3,hyper
5352,Sdcbp,70744518,SDCBP,hyper
5357,Sdk2,77332746,SDK2,hyper
5366,Sec61a2,112643861,SEC61A2,hyper
5372,Sema3c,939,SEMA3C,hyper
5373,Sema3e,70436736,SEMA3E,hyper
5374,Sema3f,72007563,SEMA3F,hyper
5375,Sema4d,945,SEMA4D,hyper
5376,Sema4g,71587856,SEMA4G,hyper
5377,Sema5a,950,SEMA5A,hyper
5378,Sema6a,71358651,SEMA6A,hyper
5379,Sema6d,74750032,SEMA6D,hyper
5385,Serinc5,77278973,SERINC5,hyper
5390,Serpinb8,293668,SERPINB8,hyper
5393,Serpine2,74047768,SERPINE2,hyper
5395,Serpini1,963,SERPINI1,hyper
5396,Sertad4,71920519,SERTAD4,hyper
5399,Setd3,74047910,SETD3,hyper
5400,Setd7,71016630,SETD7,hyper
5403,Sf3a2,74882916,SF3A2,hyper
5404,Sfn,2561,SFN,hyper
5412,Sgcd,71717142,SGCD,hyper
5417,Sgk3,75650862,SGK3,hyper
5420,Sgtb,71924341,SGTB,hyper
5424,Sh3bgr,1416,SH3BGR,hyper
5426,Sh3bgrl2,71717686,SH3BGRL2,hyper
5429,Sh3bp4,75774110,SH3BP4,hyper
5430,Sh3d19,74425516,SH3D19,hyper
5432,Sh3kbp1,74272906,SH3KBP1,hyper
5434,Sh3rf1,74581451,SH3RF1,hyper
5435,Sh3rf2,71670729,SH3RF2,hyper
5439,Shb,71670695,SHB,hyper
5446,Shh,1418,SHH,hyper
5452,Siae,324008,SIAE,hyper
5459,Sipa1l2,72118960,SIPA1L2,hyper
5460,Sirt2,75651224,SIRT2,hyper
5462,Six1,1834,SIX1,hyper
5467,Slc10a3,74047876,SLC10A3,hyper
5468,Slc10a4,71670742,SLC10A4,hyper
5470,Slc11a2,2571,SLC11A2,hyper
5471,Slc12a2,74882926,SLC12A2,hyper
5472,Slc12a3,2573,SLC12A3,hyper
5476,Slc12a8,1836,SLC12A8,hyper
5477,Slc13a3,2575,SLC13A3,hyper
5482,Slc16a3,72080085,SLC16A3,hyper
5483,Slc16a6,2581,SLC16A6,hyper
5484,Slc17a6,73818754,SLC17A6,hyper
5485,Slc17a8,71587918,SLC17A8,hyper
5487,Slc1a2,73521823,SLC1A2,hyper
5490,Slc20a2,70231308,SLC20A2,hyper
5495,Slc22a23,72128754,SLC22A23,hyper
5496,Slc22a3,73931644,SLC22A3,hyper
5500,Slc24a2,71924238,SLC24A2,hyper
5507,Slc25a25,544516,SLC25A25,hyper
5510,Slc25a3,972,SLC25A3,hyper
5515,Slc25a5,2591,SLC25A5,hyper
5519,Slc27a1,75651228,SLC27A1,hyper
5520,Slc27a4,1920,SLC27A4,hyper
5523,Slc2a1,74882936,SLC2A1,hyper
5524,Slc2a13,74958626,SLC2A13,hyper
5525,Slc2a4,2599,SLC2A4,hyper
5532,Slc31a1,2603,SLC31A1,hyper
5533,Slc31a2,75773700,SLC31A2,hyper
5534,Slc32a1,1098,SLC32A1,hyper
5536,Slc35a4,112647750,SLC35A4,hyper
5538,Slc35b2,2613,SLC35B2,hyper
5541,Slc35d3,73929607,SLC35D3,hyper
5544,Slc35f1,75084145,SLC35F1,hyper
5545,Slc38a1,1844,SLC38A1,hyper
5553,Slc39a3,2619,SLC39A3,hyper
5554,Slc39a6,73930852,SLC39A6,hyper
5561,Slc43a2,74425544,SLC43A2,hyper
5563,Slc44a1,77925099,SLC44A1,hyper
5568,Slc4a2,74583129,SLC4A2,hyper
5573,Slc5a7,73929608,SLC5A7,hyper
5575,Slc6a1,476,SLC6A1,hyper
5576,Slc6a11,72472802,SLC6A11,hyper
5579,Slc6a6,1850,SLC6A6,hyper
5581,Slc6a9,1420,SLC6A9,hyper
5586,Slc8a1,73512193,SLC8A1,hyper
5587,Slc8a3,74357546,SLC8A3,hyper
5588,Slc9a1,72080207,SLC9A1,hyper
5590,Slc9a3r2,74657980,SLC9A3R2,hyper
5591,Slc9a6,76115744,SLC9A6,hyper
5592,Slc9a7,77278977,SLC9A7,hyper
5593,Slc9a9,71670730,SLC9A9,hyper
5596,Slco3a1,293691,SLCO3A1,hyper
5600,Slit2,980,SLIT2,hyper
5606,Smarca2,1972,SMARCA2,hyper
5611,Smoc1,71717592,SMOC1,hyper
5612,Smoc2,74357576,SMOC2,hyper
5615,Snap47,3,SNAP47,hyper
5620,Sntb1,71670741,SNTB1,hyper
5635,Socs6,70634236,SOCS6,hyper
5636,Sod1,994,SOD1,hyper
5638,Sod3,74273308,SOD3,hyper
5639,Sorbs1,74425572,SORBS1,hyper
5640,Sorcs1,74800882,SORCS1,hyper
5641,Sorcs2,74047717,SORCS2,hyper
5642,Sorcs3,75988635,SORCS3,hyper
5647,Sox10,79556652,SOX10,hyper
5648,Sox11,79912528,SOX11,hyper
5652,Sox2,77280331,SOX2,hyper
5654,Sox5,1284,SOX5,hyper
5657,Sox8,74988736,SOX8,hyper
5663,Spag16,75080199,SPAG16,hyper
5667,Sparc,73512200,SPARC,hyper
5668,Spata13,73997152,SPATA13,hyper
5676,Spg21,71717143,SPG21,hyper
5682,Spock3,70634298,SPOCK3,hyper
5683,Spon1,71836797,SPON1,hyper
5685,Spp1,70436740,SPP1,hyper
5688,Spsb1,77332092,SPSB1,hyper
5689,Spsb4,75773701,SPSB4,hyper
5691,Sptlc2,74658175,SPTLC2,hyper
5692,Sqle,70231996,SQLE,hyper
5693,Sqrdl,74047907,SQRDL,hyper
5698,Srgap1,74047745,SRGAP1,hyper
5704,Srpr,1593,SRPR,hyper
5705,Ssb,75081397,SSB,hyper
5706,Ssr1,2631,SSR1,hyper
5707,Ssr2,121097,SSR2,hyper
5709,Sst,1001,SST,hyper
5717,St6galnac3,75077242,ST6GALNAC3,hyper
5718,St8sia2,77925023,ST8SIA2,hyper
5720,St8sia6,73929596,ST8SIA6,hyper
5724,Stard13,71587846,STARD13,hyper
5727,Stard8,73521808,STARD8,hyper
5728,Stard9,75043136,STARD9,hyper
5730,Stc1,2639,STC1,hyper
5731,Stc2,80343330,STC2,hyper
5732,Stk24,73635773,STK24,hyper
5735,Stk32c,70744516,STK32C,hyper
5739,Stoml1,74881134,STOML1,hyper
5742,Strn,73521824,STRN,hyper
5751,Stxbp6,70744323,STXBP6,hyper
5752,Styk1,71250308,STYK1,hyper
5757,Sulf1,75041501,SULF1,hyper
5763,Susd2,75146000,SUSD2,hyper
5764,Susd4,75774678,SUSD4,hyper
5766,Sv2c,74357583,SV2C,hyper
5767,Svip,73931622,SVIP,hyper
5769,Syap1,1858,SYAP1,hyper
5773,Syn1,227540,SYN1,hyper
5775,Synj1,1287,SYNJ1,hyper
5776,Synj2,71064267,SYNJ2,hyper
5778,Synpo,74640881,SYNPO,hyper
5779,Synpo2,75144656,SYNPO2,hyper
5782,Syt11,2649,SYT11,hyper
5784,Syt16,71358663,SYT16,hyper
5785,Syt2,1023,SYT2,hyper
5786,Syt3,1026,SYT3,hyper
5787,Syt5,1029,SYT5,hyper
5788,Syt6,1032,SYT6,hyper
5790,Tac1,1038,TAC1,hyper
5793,Tacr1,1295,TACR1,hyper
5796,Taf13,2655,TAF13,hyper
5800,Tal1,72080006,TAL1,hyper
5802,Taldo1,74988562,TALDO1,hyper
5803,Tanc1,72081515,TANC1,hyper
5805,Taok1,74819235,TAOK1,hyper
5839,Tcf7l2,72339557,TCF7L2,hyper
5843,Tcn2,71924389,TCN2,hyper
5851,Tdrd3,73817944,TDRD3,hyper
5855,Tecta,74882940,TECTA,hyper
5859,Tesc,70634149,TESC,hyper
5874,Tgfbr2,74819696,TGFBR2,hyper
5877,Th,1056,TH,hyper
5882,Thbd,75079800,THBD,hyper
5884,Thbs2,73929578,THBS2,hyper
5885,Thbs3,74657923,THBS3,hyper
5886,Thbs4,77874596,THBS4,hyper
5890,Thsd7a,71924155,THSD7A,hyper
5893,Ticam1,72081545,TICAM1,hyper
5898,Timp2,75988524,TIMP2,hyper
5899,Timp3,73769324,TIMP3,hyper
5905,Tk2,75042260,TK2,hyper
5919,Tmbim6,2663,TMBIM6,hyper
5920,Tmc6,70928250,TMC6,hyper
5930,Tmeff1,1299,TMEFF1,hyper
5931,Tmeff2,71015807,TMEFF2,hyper
5954,Tmem150c,77340478,TMEM150C,hyper
5961,Tmem175,112644308,TMEM175,hyper
5971,Tmem196,74511946,TMEM196,hyper
5973,Tmem204,73769320,TMEM204,hyper
5974,Tmem206,75774106,TMEM206,hyper
5981,Tmem33,356284,TMEM33,hyper
5984,Tmem41a,70743869,TMEM41A,hyper
5987,Tmem47,75081394,TMEM47,hyper
5989,Tmem50b,133,TMEM50B,hyper
5995,Tmem64,77414589,TMEM64,hyper
5997,Tmem72,73992925,TMEM72,hyper
5999,Tmem86b,72472763,TMEM86B,hyper
6005,Tmem91,75651161,TMEM91,hyper
6010,Tmsb10,73521810,TMSB10,hyper
6012,Tmtc1,73636154,TMTC1,hyper
6015,Tmx2,71836805,TMX2,hyper
6016,Tmx4,74882217,TMX4,hyper
6017,Tnc,71717115,TNC,hyper
6019,Tnfaip3,75084101,TNFAIP3,hyper
6021,Tnfaip8,75038412,TNFAIP8,hyper
6024,Tnfrsf12a,2687,TNFRSF12A,hyper
6025,Tnfrsf19,74425524,TNFRSF19,hyper
6027,Tnfrsf21,71836885,TNFRSF21,hyper
6032,Tnip2,74425540,TNIP2,hyper
6034,Tnks,72472775,TNKS,hyper
6035,Tns1,73512354,TNS1,hyper
6036,Tnxb,74749957,TNXB,hyper
6039,Tom1l2,74749970,TOM1L2,hyper
6040,Tomm34,75042253,TOMM34,hyper
6042,Tomm70a,320,TOMM70A,hyper
6046,Tox,71670691,TOX,hyper
6047,Tox3,75077172,TOX3,hyper
6054,Tpbg,76085743,TPBG,hyper
6057,Tpm3,275873,TPM3,hyper
6060,Tppp,74724775,TPPP,hyper
6061,Tppp3,70813926,TPPP3,hyper
6067,Traf5,2693,TRAF5,hyper
6068,Traf7,2527,TRAF7,hyper
6072,Trappc10,1063,TRAPPC10,hyper
6079,Trim25,1545,TRIM25,hyper
6083,Trim36,74657930,TRIM36,hyper
6084,Trim37,74749996,TRIM37,hyper
6099,Trip4,1924,TRIP4,hyper
6102,Trnp1,72080175,TRNP1,hyper
6104,Trpm1,75081002,TRPM1,hyper
6106,Trpm6,73907502,TRPM6,hyper
6107,Trps1,2697,TRPS1,hyper
6113,Tsc22d1,1051,TSC22D1,hyper
6114,Tsc22d4,1464,TSC22D4,hyper
6118,Tspan11,70436731,TSPAN11,hyper
6120,Tspan2,75144618,TSPAN2,hyper
6123,Tspan6,74047839,TSPAN6,hyper
6125,Tspo,2071,TSPO,hyper
6129,Ttbk2,75147759,TTBK2,hyper
6141,Ttll4,71670702,TTLL4,hyper
6142,Ttll7,72128755,TTLL7,hyper
6143,Ttn,74047746,TTN,hyper
6146,Tulp4,2699,TULP4,hyper
6154,Txnip,1084,TXNIP,hyper
6158,Uaca,74800883,UACA,hyper
6164,Ube2h,74583203,UBE2H,hyper
6166,Ube2t,276069,UBE2T,hyper
6170,Ube4b,74750010,UBE4B,hyper
6172,Ubl3,1884,UBL3,hyper
6175,Ublcp1,70634406,UBLCP1,hyper
6181,Ufsp1,72007932,UFSP1,hyper
6193,Uqcrb,323595,UQCRB,hyper
6201,Usp14,74881157,USP14,hyper
6202,Usp16,1886,USP16,hyper
6204,Usp25,2713,USP25,hyper
6217,Utrn,73929872,UTRN,hyper
6219,Vamp1,75651233,VAMP1,hyper
6222,Vangl1,71670709,VANGL1,hyper
6224,Vash2,1667,VASH2,hyper
6227,Vat1,74357572,VAT1,hyper
6228,Vat1l,75650860,VAT1L,hyper
6229,Vav2,74583149,VAV2,hyper
6230,Vav3,76085746,VAV3,hyper
6233,Vegfa,74988747,VEGFA,hyper
6234,Vegfb,75079746,VEGFB,hyper
6238,Vgf,71924165,VGF,hyper
6239,Vill,71015194,VILL,hyper
6240,Vim,1309,VIM,hyper
6244,Vps35,355884,VPS35,hyper
6245,Vps39,74047842,VPS39,hyper
6249,Vstm2a,71836843,VSTM2A,hyper
6250,Vstm2b,72128753,VSTM2B,hyper
6251,Vwa1,72007936,VWA1,hyper
6252,Vwa3a,72472789,VWA3A,hyper
6254,Vwa5a,71836830,VWA5A,hyper
6264,Wdr31,2719,WDR31,hyper
6269,Wdr47,74819248,WDR47,hyper
6285,Wnt10b,2725,WNT10B,hyper
6287,Wnt2b,1589,WNT2B,hyper
6288,Wnt3,2731,WNT3,hyper
6289,Wnt4,1444,WNT4,hyper
6292,Wwc1,71020388,WWC1,hyper
6302,Yars,1122,YARS,hyper
6303,Ybx2,75080250,YBX2,hyper
6307,Ywhab,2737,YWHAB,hyper
6308,Ywhag,1124,YWHAG,hyper
6332,Zdhhc9,74425545,ZDHHC9,hyper
6333,Zeb2,71924066,ZEB2,hyper
6334,Zfhx4,74988739,ZFHX4,hyper
6345,Zmat4,71249750,ZMAT4,hyper
6414,Zswim6,75146003,ZSWIM6,hyper
