idx,mouse_symbol,section_data_set_id,human_symbol,subtype
3147,Elovl6,74425551,ELOVL6,hyper
3152,Emb,73930836,EMB,hyper
3157,Eml1,73992948,EML1,hyper
3162,En2,74988733,EN2,hyper
3164,Endod1,71015195,ENDOD1,hyper
3170,Enpp2,70613967,ENPP2,hyper
3173,Enpp6,74882555,ENPP6,hyper
3174,Entpd1,393,ENTPD1,hyper
3175,Entpd3,74511804,ENTPD3,hyper
3185,Ephb6,2191,EPHB6,hyper
3188,Epn3,74357584,EPN3,hyper
3189,Eps15,72080144,EPS15,hyper
3190,Eps8,1705,EPS8,hyper
3197,Erf,2195,ERF,hyper
3203,Ern2,72472798,ERN2,hyper
3206,Esr1,79591677,ESR1,hyper
3207,Esrra,1351,ESRRA,hyper
3209,Esrrg,73616033,ESRRG,hyper
3212,Etfa,74581380,ETFA,hyper
3216,Ets1,2199,ETS1,hyper
3218,Etv6,1353,ETV6,hyper
3222,Evi5,71670743,EVI5,hyper
3232,Extl2,70613979,EXTL2,hyper
3233,Eya1,73818759,EYA1,hyper
3234,Eya2,70743234,EYA2,hyper
3235,Eya4,77280436,EYA4,hyper
3240,Fa2h,74882584,FA2H,hyper
3245,Fam107b,71015800,FAM107B,hyper
3253,Fam120c,74581430,FAM120C,hyper
3255,Fam124a,72472790,FAM124A,hyper
3261,Fam134b,70634224,FAM134B,hyper
3262,Fam135b,74581399,FAM135B,hyper
3263,Fam136a,1964,FAM136A,hyper
3269,Fam171a1,72283797,FAM171A1,hyper
3276,Fam184b,73636151,FAM184B,hyper
3279,Fam189a1,72340182,FAM189A1,hyper
3280,Fam196a,75042243,FAM196A,hyper
3281,Fam19a4,72472752,FAM19A4,hyper
3284,Fam20a,70744517,FAM20A,hyper
3285,Fam20c,654929,FAM20C,hyper
3289,Fam49a,74425565,FAM49A,hyper
3293,Fam65a,75774668,FAM65A,hyper
3295,Fam69b,73635786,FAM69B,hyper
3297,Fam81a,73732150,FAM81A,hyper
3299,Fam84b,75081395,FAM84B,hyper
3306,Far2,71358652,FAR2,hyper
3310,Fat3,73992719,FAT3,hyper
3312,Fbln1,2205,FBLN1,hyper
3315,Fbn2,72472799,FBN2,hyper
3343,Fgd5,74357548,FGD5,hyper
3344,Fgf1,79556599,FGF1,hyper
3345,Fgf12,424,FGF12,hyper
3346,Fgf13,427,FGF13,hyper
3348,Fgfr2,445,FGFR2,hyper
3349,Fgfr4,1581,FGFR4,hyper
3351,Fhdc1,73925717,FHDC1,hyper
3354,Fign,72081550,FIGN,hyper
3355,Filip1l,74363347,FILIP1L,hyper
3357,Fjx1,1203,FJX1,hyper
3368,Flrt2,73931417,FLRT2,hyper
3369,Flt1,2224,FLT1,hyper
3375,Fn1,72119593,FN1,hyper
3377,Fndc3b,74988759,FNDC3B,hyper
3379,Fnta,2226,FNTA,hyper
3383,Fos,79912554,FOS,hyper
3391,Foxo1,71249055,FOXO1,hyper
3393,Foxp1,71249056,FOXP1,hyper
3394,Foxp2,72079884,FOXP2,hyper
3398,Fras1,73994667,FRAS1,hyper
3404,Frmpd1,73520978,FRMPD1,hyper
3405,Frmpd4,73931421,FRMPD4,hyper
3407,Fryl,70431430,FRYL,hyper
3408,Frzb,79556658,FRZB,hyper
3409,Fscn1,74658080,FSCN1,hyper
3411,Fstl1,71016596,FSTL1,hyper
3413,Fstl4,71717187,FSTL4,hyper
3421,Fxyd5,74819694,FXYD5,hyper
3424,Fzd4,2241,FZD4,hyper
3425,Fzd5,1500,FZD5,hyper
3426,Fzd8,470,FZD8,hyper
3427,Fzd9,73907498,FZD9,hyper
3429,Gaa,356090,GAA,hyper
3433,Gabra3,70562043,GABRA3,hyper
3434,Gabra5,72077453,GABRA5,hyper
3435,Gad1,479,GAD1,hyper
3436,Gad2,79591669,GAD2,hyper
3438,Gadd45b,70928374,GADD45B,hyper
3439,Gal,70231997,GAL,hyper
3443,Galm,2249,GALM,hyper
3446,Galnt14,72472804,GALNT14,hyper
3448,Galnt6,74882595,GALNT6,hyper
3449,Galntl6,74750013,GALNTL6,hyper
3450,Galr1,72283790,GALR1,hyper
3461,Gas6,72008122,GAS6,hyper
3462,Gata2,100,GATA2,hyper
3464,Gbe1,75042250,GBE1,hyper
3468,Gbx2,77868786,GBX2,hyper
3469,Gca,74641159,GCA,hyper
3474,Gde1,356858,GDE1,hyper
3476,Gem,73817928,GEM,hyper
3478,Gfap,1357,GFAP,hyper
3479,Gfra1,71064217,GFRA1,hyper
3491,Gipc1,67755429,GIPC1,hyper
3497,Gjb6,2261,GJB6,hyper
3501,Glg1,75042254,GLG1,hyper
3502,Gli3,1615,GLI3,hyper
3505,Glra3,73788474,GLRA3,hyper
3506,Glrb,498,GLRB,hyper
3509,Gls,500,GLS,hyper
3510,Glt8d2,71249079,GLT8D2,hyper
3513,Glud1,503,GLUD1,hyper
3515,Glul,74047918,GLUL,hyper
3516,Gm2a,74988549,GM2A,hyper
3517,Gmpr,74581368,GMPR,hyper
3520,Gnai2,2263,GNAI2,hyper
3521,Gnal,71670716,GNAL,hyper
3522,Gnao1,506,GNAO1,hyper
3523,Gnb1,61413,GNB1,hyper
3524,Gng11,1732,GNG11,hyper
3525,Gng12,72080065,GNG12,hyper
3542,Gpc5,74047712,GPC5,hyper
3543,Gpd1,74586667,GPD1,hyper
3544,Gpm6b,544520,GPM6B,hyper
3545,Gpr108,1619,GPR108,hyper
3548,Gpr115,71587931,GPR115,hyper
3549,Gpr116,73907496,GPR116,hyper
3550,Gpr12,73817425,GPR12,hyper
3551,Gpr123,71924056,GPR123,hyper
3552,Gpr126,73520982,GPR126,hyper
3554,Gpr133,74511759,GPR133,hyper
3559,Gpr156,74641322,GPR156,hyper
3561,Gpr161,70562045,GPR161,hyper
3562,Gpr17,74641313,GPR17,hyper
3565,Gpr26,70562057,GPR26,hyper
3566,Gpr3,74511769,GPR3,hyper
3567,Gpr37,2271,GPR37,hyper
3568,Gpr4,74724680,GPR4,hyper
3569,Gpr56,71015815,GPR56,hyper
3573,Gpr85,1738,GPR85,hyper
3574,Gpr88,79567811,GPR88,hyper
3575,Gprc5b,71836881,GPRC5B,hyper
3578,Gpt2,1657,GPT2,hyper
3581,Gramd3,74988591,GRAMD3,hyper
3584,Grb14,73997150,GRB14,hyper
3586,Grem2,73992910,GREM2,hyper
3589,Grid1,74724739,GRID1,hyper
3590,Grin1,1585,GRIN1,hyper
3591,Grin2b,74988710,GRIN2B,hyper
3592,Grin2d,75551479,GRIN2D,hyper
3593,Grip1,74988749,GRIP1,hyper
3594,Grm2,79591611,GRM2,hyper
3595,Grm3,539,GRM3,hyper
3596,Grm5,73512423,GRM5,hyper
3598,Grn,77371839,GRN,hyper
3601,Gsg1l,73636097,GSG1L,hyper
3603,Gsn,72081395,GSN,hyper
3605,Gstk1,72129245,GSTK1,hyper
3611,Gtf2i,2277,GTF2I,hyper
3616,Gucy1a3,77866848,GUCY1A3,hyper
3617,Guk1,2279,GUK1,hyper
3619,Gxylt2,73931405,GXYLT2,hyper
3628,Hadhb,76115729,HADHB,hyper
3629,Haghl,75259440,HAGHL,hyper
3631,Hapln4,71717078,HAPLN4,hyper
3633,Hars,554,HARS,hyper
3647,Hdgf,2285,HDGF,hyper
3648,Hdlbp,74819232,HDLBP,hyper
3651,Heatr5b,70560265,HEATR5B,hyper
3652,Hebp1,74988456,HEBP1,hyper
3654,Heg1,74958616,HEG1,hyper
3655,Hepacam,35,HEPACAM,hyper
3660,Hes1,556,HES1,hyper
3662,Hexim1,74273119,HEXIM1,hyper
3665,Hgf,558,HGF,hyper
3669,Hhip,71358556,HHIP,hyper
3671,Hiatl1,77414177,HIATL1,hyper
3679,Hip1,2293,HIP1,hyper
3681,Hist1h1a,74988764,HIST1H1A,hyper
3690,Hlf,565,HLF,hyper
3706,Hnf4a,1746,HNF4A,hyper
3718,Hrh2,74724750,HRH2,hyper
3723,Hs6st1,74819258,HS6ST1,hyper
3724,Hs6st2,72129255,HS6ST2,hyper
3725,Hs6st3,73520986,HS6ST3,hyper
3726,Hsbp1,74581381,HSBP1,hyper
3727,Hsd11b1,73520987,HSD11B1,hyper
3732,Hsdl2,74047906,HSDL2,hyper
3735,Hsp90b1,75042251,HSP90B1,hyper
3736,Hspa12a,74047899,HSPA12A,hyper
3742,Hspa4l,75749390,HSPA4L,hyper
3744,Hspb1,74363357,HSPB1,hyper
3746,Hspb6,74882616,HSPB6,hyper
3747,Hspb8,1181,HSPB8,hyper
3748,Hspbp1,75774674,HSPBP1,hyper
3754,Htr2c,73636098,HTR2C,hyper
3768,Id3,74724763,ID3,hyper
3771,Ids,73994671,IDS,hyper
3778,Ifit2,74988457,IFIT2,hyper
3779,Ifit3,74047911,IFIT3,hyper
3784,Ifnar1,588,IFNAR1,hyper
3791,Igf2,2313,IGF2,hyper
3796,Igfn1,75988547,IGFN1,hyper
3798,Igsf11,72103820,IGSF11,hyper
3799,Igsf3,72081517,IGSF3,hyper
3800,Igsf5,592,IGSF5,hyper
3804,Il10ra,75041443,IL10RA,hyper
3807,Il13ra1,74819256,IL13RA1,hyper
3809,Il17ra,73520990,IL17RA,hyper
3812,Il1rap,1462,IL1RAP,hyper
3824,Impa1,74641325,IMPA1,hyper
3826,Impact,594,IMPACT,hyper
3828,Impg2,74819536,IMPG2,hyper
3829,Ina,71836833,INA,hyper
3832,Inhba,70431432,INHBA,hyper
3833,Inhbb,73636087,INHBB,hyper
3836,Inpp1,67870434,INPP1,hyper
3837,Inpp4b,72080054,INPP4B,hyper
3838,Inpp5a,73994713,INPP5A,hyper
3864,Irf9,2329,IRF9,hyper
3870,Isoc1,73732145,ISOC1,hyper
3873,Isyna1,75145997,ISYNA1,hyper
3878,Itga5,74882636,ITGA5,hyper
3882,Itgb1,76115730,ITGB1,hyper
3885,Itgb8,73931631,ITGB8,hyper
3886,Itih3,600,ITIH3,hyper
3888,Itm2a,74881146,ITM2A,hyper
3889,Itm2c,67936207,ITM2C,hyper
3891,Itpk1,71923998,ITPK1,hyper
3892,Itpkb,73520992,ITPKB,hyper
3894,Itpr3,74047776,ITPR3,hyper
3898,Ivns1abp,70813898,IVNS1ABP,hyper
3902,Jam2,602,JAM2,hyper
3904,Jdp2,73930842,JDP2,hyper
3908,Junb,2335,JUNB,hyper
3911,Kank4,76085741,KANK4,hyper
3916,Kcna1,73994714,KCNA1,hyper
3918,Kcnab2,1754,KCNAB2,hyper
3919,Kcnb1,74047856,KCNB1,hyper
3920,Kcnb2,74581424,KCNB2,hyper
3921,Kcnc2,73512364,KCNC2,hyper
3924,Kcne4,74819245,KCNE4,hyper
3925,Kcnf1,71358578,KCNF1,hyper
3926,Kcng4,72081560,KCNG4,hyper
3927,Kcnh3,74641310,KCNH3,hyper
3931,Kcnh8,70562113,KCNH8,hyper
3934,Kcnj2,77874598,KCNJ2,hyper
3935,Kcnj4,74357568,KCNJ4,hyper
3936,Kcnj8,2343,KCNJ8,hyper
3938,Kcnk2,75147764,KCNK2,hyper
3944,Kcnn4,130911,KCNN4,hyper
3945,Kcnq3,70562114,KCNQ3,hyper
3946,Kcnq4,73635775,KCNQ4,hyper
3947,Kcns3,77371817,KCNS3,hyper
3950,Kctd16,73636009,KCTD16,hyper
3951,Kctd17,72340180,KCTD17,hyper
3954,Kctd9,70813924,KCTD9,hyper
3955,Kdelr1,130912,KDELR1,hyper
3957,Kdr,2347,KDR,hyper
3996,Kif5a,79556603,KIF5A,hyper
3999,Kifc3,71717081,KIFC3,hyper
4002,Kiss1r,80343334,KISS1R,hyper
4015,Klhl4,76115731,KLHL4,hyper
4017,Klhl9,74988762,KLHL9,hyper
4019,Klk6,74988616,KLK6,hyper
4025,Kpna1,2357,KPNA1,hyper
4027,Kpnb1,77340472,KPNB1,hyper
4029,Krt222,71249742,KRT222,hyper
4047,Lancl1,74881159,LANCL1,hyper
4050,Laptm4b,75651225,LAPTM4B,hyper
4054,Layn,73520977,LAYN,hyper
4061,Ldb2,74641311,LDB2,hyper
4062,Ldb3,2369,LDB3,hyper
4065,Ldhd,74425554,LDHD,hyper
4067,Lef1,77866900,LEF1,hyper
4069,Lepr,73930822,LEPR,hyper
4071,Leprot,75773649,LEPROT,hyper
4072,Leprotl1,2373,LEPROTL1,hyper
4073,Lgals1,70634417,LGALS1,hyper
4077,Lgi3,73520996,LGI3,hyper
4078,Lgr5,72283791,LGR5,hyper
4079,Lhfpl2,72007934,LHFPL2,hyper
4080,Lhfpl3,73635972,LHFPL3,hyper
4082,Lhpp,72340126,LHPP,hyper
4083,Lhx2,2375,LHX2,hyper
4084,Lhx6,635,LHX6,hyper
4085,Lhx9,112646029,LHX9,hyper
4087,Lifr,71016573,LIFR,hyper
4091,Limch1,71249084,LIMCH1,hyper
4095,Limk1,640,LIMK1,hyper
4097,Lims2,75145999,LIMS2,hyper
4101,Lipa,72129290,LIPA,hyper
4104,Lix1,643,LIX1,hyper
4105,Llgl1,645,LLGL1,hyper
4108,Lmna,73512494,LMNA,hyper
4109,Lmo2,2383,LMO2,hyper
4116,Loxl1,70805934,LOXL1,hyper
4117,Lpar1,79556595,LPAR1,hyper
4120,Lphn2,1768,LPHN2,hyper
4131,Lrp4,71670487,LRP4,hyper
4134,Lrrc1,74581426,LRRC1,hyper
4142,Lrrc49,70634108,LRRC49,hyper
4144,Lrrc55,73931406,LRRC55,hyper
4155,Lrrn1,72129293,LRRN1,hyper
4156,Lrrn2,74819328,LRRN2,hyper
4157,Lrrtm1,70805896,LRRTM1,hyper
4159,Lrtm2,74819475,LRTM2,hyper
4160,Lsamp,625,LSAMP,hyper
4175,Lynx1,655,LYNX1,hyper
4178,Lypd6,77332684,LYPD6,hyper
4183,Lzic,276064,LZIC,hyper
4184,Lzts1,73994716,LZTS1,hyper
4192,Magel2,79591571,MAGEL2,hyper
4201,Manea,74882656,MANEA,hyper
4202,Maoa,74750015,MAOA,hyper
4203,Maob,71670489,MAOB,hyper
4205,Map2,74272037,MAP2,hyper
4206,Map2k4,276073,MAP2K4,hyper
4217,Mapre1,2401,MAPRE1,hyper
4218,Mapre2,659,MAPRE2,hyper
4220,Marcksl1,670,MARCKSL1,hyper
4227,Matn4,77371795,MATN4,hyper
4232,Mbp,112202838,MBP,hyper
4233,Mcam,71836841,MCAM,hyper
4238,Mdfi,112648831,MDFI,hyper
4246,Mef2a,199392,MEF2A,hyper
4249,Megf10,71249082,MEGF10,hyper
4252,Meis2,1231,MEIS2,hyper
4254,Mesdc2,72081556,MESDC2,hyper
4265,Mfn2,74882657,MFN2,hyper
4268,Mfsd6,75651167,MFSD6,hyper
4271,Mgat4c,70301085,MGAT4C,hyper
4272,Mgat5b,73616036,MGAT5B,hyper
4274,Mgst3,71015350,MGST3,hyper
4286,Mlec,73930854,MLEC,hyper
4291,Mlxipl,1932,MLXIPL,hyper
4296,Mme,77371755,MME,hyper
4297,Mmel1,76135804,MMEL1,hyper
4298,Mmp15,1383,MMP15,hyper
4306,Mocs1,323590,MOCS1,hyper
4310,Mon1b,74958566,MON1B,hyper
4315,Moxd1,74357562,MOXD1,hyper
4324,Mpv17l2,74988601,MPV17L2,hyper
4325,Mpzl1,77332711,MPZL1,hyper
4328,Mras,72119592,MRAS,hyper
4332,Mrpl12,70743841,MRPL12,hyper
4362,Msn,74658085,MSN,hyper
4363,Msrb2,76135795,MSRB2,hyper
4370,Mtap,79568030,MTAP,hyper
4371,Mtch2,72080084,MTCH2,hyper
4372,Mtf1,2409,MTF1,hyper
4375,Mtif2,677,MTIF2,hyper
4381,Mtmr6,74658087,MTMR6,hyper
4382,Mtmr7,79567753,MTMR7,hyper
4384,Mtrr,2413,MTRR,hyper
4393,Mvp,321202,MVP,hyper
4394,Mx1,1385,MX1,hyper
4397,Mxra7,77332080,MXRA7,hyper
4400,Mybpc1,71920513,MYBPC1,hyper
4403,Myc,112194721,MYC,hyper
4415,Mylk,74819252,MYLK,hyper
4417,Myo10,74743255,MYO10,hyper
4420,Myo1b,72080133,MYO1B,hyper
4426,Myo5b,73592538,MYO5B,hyper
4436,N6amt1,1233,N6AMT1,hyper
4439,Nacc2,70743871,NACC2,hyper
4450,Nat8l,74958656,NAT8L,hyper
4451,Nav1,77280430,NAV1,hyper
4452,Nbr1,1235,NBR1,hyper
4453,Ncald,71924321,NCALD,hyper
4459,Ncdn,684,NCDN,hyper
4462,Ncoa4,1782,NCOA4,hyper
4464,Nde1,67779875,NDE1,hyper
4471,Ndufa10,74658173,NDUFA10,hyper
4478,Ndufaf2,74988362,NDUFAF2,hyper
4483,Ndufs1,2421,NDUFS1,hyper
4487,Ndufs8,74819243,NDUFS8,hyper
4488,Ndufv3,12,NDUFV3,hyper
4490,Necab1,72472791,NECAB1,hyper
4491,Necab2,73788010,NECAB2,hyper
4496,Nefh,74512048,NEFH,hyper
4497,Nefm,73817434,NEFM,hyper
4502,Nek7,72339542,NEK7,hyper
4503,Nenf,74272919,NENF,hyper
4505,Neto1,72129248,NETO1,hyper
4515,Nfil3,70743904,NFIL3,hyper
4519,Nfs1,67870467,NFS1,hyper
4520,Ngef,72119591,NGEF,hyper
4522,Nid1,75084474,NID1,hyper
4525,Nipa2,75041549,NIPA2,hyper
4526,Nipal3,70436746,NIPAL3,hyper
4530,Nkd1,74586666,NKD1,hyper
4539,Nlk,76085742,NLK,hyper
4553,Nog,75084476,NOG,hyper
4560,Notch3,1788,NOTCH3,hyper
4564,Npas2,74724764,NPAS2,hyper
4568,Npc2,75774115,NPC2,hyper
4569,Npepps,844,NPEPPS,hyper
4572,Npnt,71670677,NPNT,hyper
4574,Npr1,71670678,NPR1,hyper
4576,Nptx2,74047773,NPTX2,hyper
4577,Npy1r,72103807,NPY1R,hyper
4579,Nqo1,74800915,NQO1,hyper
4580,Nr1h3,112205214,NR1H3,hyper
4585,Nrbp2,75774686,NRBP2,hyper
4586,Nrcam,172,NRCAM,hyper
4588,Nrg1,74743257,NRG1,hyper
4590,Nrgn,736,NRGN,hyper
4592,Nrp1,74272479,NRP1,hyper
4594,Nrsn1,71358557,NRSN1,hyper
4603,Ntn1,74511838,NTN1,hyper
4605,Ntng1,71924185,NTNG1,hyper
4606,Ntpcr,75773704,NTPCR,hyper
4607,Ntrk1,71670679,NTRK1,hyper
4608,Ntrk2,746,NTRK2,hyper
4618,Nudt21,2115,NUDT21,hyper
4623,Nup93,75774679,NUP93,hyper
4626,Nxpe3,74658081,NXPE3,hyper
4627,Nxph1,75084479,NXPH1,hyper
4633,Oaz2,748,OAZ2,hyper
4634,Obfc1,1938,OBFC1,hyper
4636,Ociad2,75041527,OCIAD2,hyper
4641,Ogfr,67809268,OGFR,hyper
4642,Ogt,758,OGT,hyper
4643,Ola1,293038,OLA1,hyper
4644,Olfm2,71717155,OLFM2,hyper
4648,Olig2,2448,OLIG2,hyper
4651,Omg,2450,OMG,hyper
4656,Opn3,71020433,OPN3,hyper
4658,Oprk1,80517217,OPRK1,hyper
4674,Osbpl3,70231995,OSBPL3,hyper
4675,Osbpl5,73997146,OSBPL5,hyper
4676,Osbpl6,70744325,OSBPL6,hyper
4677,Osbpl8,74641162,OSBPL8,hyper
4678,Osbpl9,77371759,OSBPL9,hyper
4680,Otof,73788043,OTOF,hyper
4688,Oxr1,72129295,OXR1,hyper
4689,P2rx6,75551463,P2RX6,hyper
4690,P2rx7,75551477,P2RX7,hyper
4691,P2ry14,76135748,P2RY14,hyper
4692,P2ry2,75144693,P2RY2,hyper
4695,Pacs2,73635816,PACS2,hyper
4703,Palm2,74581441,PALM2,hyper
4705,Pam,73997147,PAM,hyper
4706,Pamr1,70744322,PAMR1,hyper
4710,Pappa,74581444,PAPPA,hyper
4712,Paqr4,248335,PAQR4,hyper
4715,Paqr8,74724530,PAQR8,hyper
4717,Pard3,73992915,PARD3,hyper
4725,Parp8,74819242,PARP8,hyper
4731,Pbx3,76085744,PBX3,hyper
4736,Pcdh11x,73521002,PCDH11X,hyper
4739,Pcdh17,73636095,PCDH17,hyper
4740,Pcdh20,71670738,PCDH20,hyper
4741,Pcdh7,73521003,PCDH7,hyper
4742,Pcdh9,10,PCDH9,hyper
4744,Pcdhb13,74743259,PCDHB13,hyper
4750,Pcp4,772,PCP4,hyper
4751,Pcp4l1,75084520,PCP4L1,hyper
4752,Pcsk1,2470,PCSK1,hyper
4753,Pcsk2,72080025,PCSK2,hyper
4754,Pcsk6,75084491,PCSK6,hyper
4757,Pcyt1b,74641319,PCYT1B,hyper
4760,Pdcl,324213,PDCL,hyper
4762,Pde11a,75081007,PDE11A,hyper
4763,Pde1b,1257,PDE1B,hyper
4764,Pde1c,1804,PDE1C,hyper
4766,Pde4a,1806,PDE4A,hyper
4767,Pde4b,2472,PDE4B,hyper
4769,Pde7b,71670683,PDE7B,hyper
4771,Pde8b,71020389,PDE8B,hyper
4772,Pdgfra,77280309,PDGFRA,hyper
4773,Pdgfrb,77278981,PDGFRB,hyper
4777,Pdia3,71015817,PDIA3,hyper
4779,Pdk3,2474,PDK3,hyper
4784,Pdp1,74357581,PDP1,hyper
4786,Pdxk,788,PDXK,hyper
4788,Pdzd2,74988286,PDZD2,hyper
4789,Pdzd8,74047716,PDZD8,hyper
4798,Pex14,1397,PEX14,hyper
4803,Pex5l,74581447,PEX5L,hyper
4806,Pfkfb2,1399,PFKFB2,hyper
4807,Pfkfb3,74657950,PFKFB3,hyper
4808,Pfkl,795,PFKL,hyper
4809,Pfkm,67870466,PFKM,hyper
4814,Pgrmc2,74882697,PGRMC2,hyper
4815,Phactr2,73521004,PHACTR2,hyper
4824,Phldb2,74512017,PHLDB2,hyper
4827,Phyh,74800914,PHYH,hyper
4828,Phyhip,544328,PHYHIP,hyper
4834,Pigt,1810,PIGT,hyper
4843,Pip5k1c,71836809,PIP5K1C,hyper
4844,Pir,67870113,PIR,hyper
4846,Pitpnc1,75144644,PITPNC1,hyper
4847,Pitrm1,74273117,PITRM1,hyper
4850,Pla2g16,112650769,PLA2G16,hyper
4852,Pla2g7,74047841,PLA2G7,hyper
4859,Plcb1,75084969,PLCB1,hyper
4864,Plch1,71717604,PLCH1,hyper
4865,Plcl1,75081396,PLCL1,hyper
4866,Plcxd2,79591579,PLCXD2,hyper
4868,Plek,75084080,PLEK,hyper
4871,Plekha5,70743870,PLEKHA5,hyper
4873,Plekha7,73992710,PLEKHA7,hyper
4874,Plekhb1,71836842,PLEKHB1,hyper
4877,Plekhg1,71670687,PLEKHG1,hyper
4882,Plk2,74743272,PLK2,hyper
4884,Pllp,1880,PLLP,hyper
4887,Plp1,79556704,PLP1,hyper
4888,Pls3,355886,PLS3,hyper
4889,Plxdc1,814,PLXDC1,hyper
4890,Plxdc2,74425563,PLXDC2,hyper
4891,Plxna4,75084090,PLXNA4,hyper
4892,Plxnb1,1561,PLXNB1,hyper
4893,Plxnb3,1265,PLXNB3,hyper
4894,Pmaip1,823,PMAIP1,hyper
4898,Pmp22,825,PMP22,hyper
4910,Pnpo,70743879,PNPO,hyper
4913,Pogk,71064277,POGK,hyper
4924,Pomp,75774685,POMP,hyper
4930,Pou6f2,71249067,POU6F2,hyper
4931,Ppap2a,830,PPAP2A,hyper
4940,Ppfibp1,74272480,PPFIBP1,hyper
4951,Ppp1r14b,73512186,PPP1R14B,hyper
4953,Ppp1r1a,75773706,PPP1R1A,hyper
4954,Ppp1r1b,73732146,PPP1R1B,hyper
4955,Ppp1r3b,75084111,PPP1R3B,hyper
4958,Ppp1r7,832,PPP1R7,hyper
4959,Ppp1r9a,71064176,PPP1R9A,hyper
4960,Ppp2ca,71836836,PPP2CA,hyper
4962,Ppp2r2b,1655,PPP2R2B,hyper
4963,Ppp2r2c,74882698,PPP2R2C,hyper
4969,Pptc7,74881503,PPTC7,hyper
4970,Pqlc1,70927829,PQLC1,hyper
4972,Prcp,74819671,PRCP,hyper
4976,Prdx1,836,PRDX1,hyper
4980,Prex1,73925725,PREX1,hyper
4984,Prkacb,75043158,PRKACB,hyper
4985,Prkag2,29,PRKAG2,hyper
4987,Prkar2b,74583119,PRKAR2B,hyper
4988,Prkca,840,PRKCA,hyper
4989,Prkch,73520406,PRKCH,hyper
4990,Prkcq,71670693,PRKCQ,hyper
4991,Prkcsh,67870479,PRKCSH,hyper
4994,Prkg2,71670688,PRKG2,hyper
4995,Prlhr,74511758,PRLHR,hyper
4996,Prlr,1268,PRLR,hyper
4997,Prmt2,577,PRMT2,hyper
5012,Prrt3,72081547,PRRT3,hyper
5014,Prrx2,1522,PRRX2,hyper
5015,Prss23,70634118,PRSS23,hyper
5030,Psmd4,2503,PSMD4,hyper
5034,Psrc1,71015388,PSRC1,hyper
5035,Pstpip1,71717135,PSTPIP1,hyper
5037,Ptdss1,74800904,PTDSS1,hyper
5039,Ptgds,851,PTGDS,hyper
5043,Pth1r,112202195,PTH1R,hyper
5045,Ptp4a1,75079765,PTP4A1,hyper
5048,Ptpdc1,72472738,PTPDC1,hyper
5056,Ptpn5,74743293,PTPN5,hyper
5061,Ptprj,73521803,PTPRJ,hyper
5062,Ptprk,74743303,PTPRK,hyper
5063,Ptprm,864,PTPRM,hyper
5065,Ptprs,74882787,PTPRS,hyper
5066,Ptprt,866,PTPRT,hyper
5067,Ptrf,73521818,PTRF,hyper
5076,Pycrl,2515,PYCRL,hyper
5081,Qdpr,75042261,QDPR,hyper
5099,Rab3c,73521805,RAB3C,hyper
5106,Rab6a,74047909,RAB6A,hyper
5112,Rabep2,1970,RABEP2,hyper
5119,Rai14,73521806,RAI14,hyper
5121,Ralb,74657981,RALB,hyper
5123,Ramp3,1818,RAMP3,hyper
5127,Rangap1,2519,RANGAP1,hyper
5131,Rapgef5,70301084,RAPGEF5,hyper
5132,Rarres2,75077281,RARRES2,hyper
5135,Rasal2,71670719,RASAL2,hyper
5136,Rasd2,73636089,RASD2,hyper
5137,Rasgef1b,71358553,RASGEF1B,hyper
5138,Rasgrp2,76115743,RASGRP2,hyper
5140,Rasl10a,73636038,RASL10A,hyper
5142,Rasl11a,75988636,RASL11A,hyper
5145,Rassf3,71836799,RASSF3,hyper
5150,Rbm18,356083,RBM18,hyper
5158,Rbp4,71016583,RBP4,hyper
5161,Rcan1,362,RCAN1,hyper
5162,Rcan2,71064278,RCAN2,hyper
5174,Reep5,2159,REEP5,hyper
5175,Relb,2525,RELB,hyper
5177,Relt,77869869,RELT,hyper
5181,Reps2,76135799,REPS2,hyper
5184,Rest,112645169,REST,hyper
5193,Rfx1,895,RFX1,hyper
5194,Rfxank,67881545,RFXANK,hyper
5201,Rgs12,70613990,RGS12,hyper
5202,Rgs14,2529,RGS14,hyper
5203,Rgs16,1567,RGS16,hyper
5204,Rgs2,73635771,RGS2,hyper
5205,Rgs3,1822,RGS3,hyper
5206,Rgs4,1569,RGS4,hyper
5207,Rgs7bp,73931629,RGS7BP,hyper
5208,Rgs9,73521819,RGS9,hyper
5219,Rhobtb3,74583162,RHOBTB3,hyper
5229,Rims3,74512027,RIMS3,hyper
5230,Rin1,67870468,RIN1,hyper
5241,Rnf128,1914,RNF128,hyper
5242,Rnf13,72109423,RNF13,hyper
5245,Rnf144b,71836839,RNF144B,hyper
5251,Rnf220,71924364,RNF220,hyper
5253,Rnh1,74800925,RNH1,hyper
5256,Robo1,73521820,ROBO1,hyper
5257,Robo2,75080998,ROBO2,hyper
5262,Rorb,2539,RORB,hyper
5269,Rpp25,75146006,RPP25,hyper
5272,Rps6ka2,70301276,RPS6KA2,hyper
5279,Rrp1,713,RRP1,hyper
5291,Rtn3,83161,RTN3,hyper
5292,Rtn4rl2,74581375,RTN4RL2,hyper
5295,Rufy3,73817983,RUFY3,hyper
5298,Runx2,1278,RUNX2,hyper
5301,Rwdd2b,1587,RWDD2B,hyper
5302,Rxfp2,73907500,RXFP2,hyper
5304,Rxrg,917,RXRG,hyper
5308,S100a10,70560277,S100A10,hyper
